name_cn,name_en,card_number,domain_cn,domain_en,cost,type_cn,type_en,rarity_cn,rarity_en,description_cn,description_en,image_url_cn,image_url_en,match_score,confidence,temporary
曙光女神,Radiant Dawn,OGN·261/298,"green,yellow",Calm|Order,,传奇,Legend,稀有,Rare,每当你眩晕任意数量的敌方单位时，给予一名友方单位增益。（如果该单位未拥有增益，则获得一个{{S}}+1增益。）,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 {icon:might} buff.)",https://cdn1.playloltcg.com/lol/card/20250731/a47ba2fe2a0447e0b3022976357d53a6.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/822b8bc7987a47498550708b18ef166b121fd620-744x1039.png?auto=format&fit=fill&q=80&w=437,90,high,NO
迅捷斥候,Swift Scout,OGN·263/298,"blue,purple",Mind|Chaos,,传奇,Legend,稀有,Rare,"你可以选择支付{{1}}来正面朝下放置一张带有{{待命}}属性的卡牌，而不是支付{{A}}。
支付{{1}}，{{横置}}：将你拥有的一张位于英雄区域或场上的提莫单位牌放入你的手牌。","You may pay {icon:1} to hide a card with [Hidden] instead of {icon:rainbow}.{icon:1}, {icon:exhaust}: Put a Teemo unit you own into your hand from your Champion Zone or the board.",https://cdn1.playloltcg.com/lol/card/20250801/8ab76421b0334acfa429a70c7b063a92.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9723181e3392bb61c2aabc804a44f7b0558cedf1-744x1039.png?auto=format&fit=fill&q=80&w=437,90,high,NO
游击战,Guerilla Warfare,OGN·264/298,"blue,purple",Mind|Chaos,2,专属法术,Signature Spell,史诗,Epic,让最多两张{{待命}}卡牌从废牌堆里返回你的手牌。在本回合内，你可以无视费用地正面朝下布置待命卡牌。,Return up to two cards with [Hidden] from your trash to your hand. You can hide cards ignoring costs this turn.,https://cdn1.playloltcg.com/lol/card/20250731/17feac0fb12043d88aaa07ecd1d26719.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3a1f70e49f1fdbac907a3395f517e96717e8afea-744x1039.png?auto=format&fit=fill&q=80&w=437,95,high,NO
虹吸能量,Siphon Power,OGN·266/298,"blue,yellow",Mind|Order,2,专属法术,Signature Spell,史诗,Epic,"{{反应}}（可在任意时机打出，甚至先于其他法术和技能的结算。）
选择一个战场，让该处的所有友方单位{{S}}+1，而敌方单位{{S}}-1，不得低于1{{S}}，直到回合结束。","[Reaction] (Play any time, even before spells and abilities resolve.)Choose a battlefield. Give friendly units there +1 {icon:might} this turn and enemy units there -1 {icon:might} this turn, to a minimum of 1 {icon:might}.",https://cdn1.playloltcg.com/lol/card/20250731/7856ac1b256044c8bddbf052cfbd85a7.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b449170ba312711c82708d1fea2b044822ce5eaa-744x1039.png?auto=format&fit=fill&q=80&w=437,95,high,NO
弹幕时间,Bullet Time,OGN·268/298,"orange,purple",Body|Chaos,1,专属法术,Signature Spell,史诗,Epic,"{{迅捷}}（可在你的回合或法术对决中打出。）
支付任意数量的{{A}}，对一处战场上的所有敌方单位造成等同于该数量的伤害。",[Action] (Play on your turn or in showdowns.)Pay any amount of {icon:rainbow} to deal that much damage to all enemy units at a battlefield.,https://cdn1.playloltcg.com/lol/card/20250731/5b6da04b01cf4a80b12c6a77d5683bcb.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/96ed7f6b121a7f46003534393350838efe2776f0-744x1039.png?auto=format&fit=fill&q=80&w=437,95,high,NO
叹为观止,Showstopper,OGN·270/298,"orange,yellow",Body|Order,1,专属法术,Signature Spell,史诗,Epic,给予你基地中的一名友方单位增益， 然后将其移动到一处战场。（如果该单位未拥有增益，则获得一个{{S}}+1增益。）,"Buff a friendly unit in your base, then move it to a battlefield. (If it doesn't have a buff, it gets a +1 {icon:might} buff.)",https://cdn1.playloltcg.com/lol/card/20250731/afd688b9f6ac4583847a46a625a1d361.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c9b6f7a7cca1589fb53276f74ac8bc547b31e5ec-744x1039.png?auto=format&fit=fill&q=80&w=437,95,high,NO
随从（诺克萨斯）,Recruit (Nx),OGN·272/298,colorless,Colorless,,指示物单位,Token Unit,普通,Common,,,https://cdn1.playloltcg.com/lol/card/20250731/79c84e956fdf4607bfb1adc58fe4a6b3.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c168ca334739090a060710dfc440982c3462ac8c-744x1039.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
精灵,Sprite,OGN·274/298,colorless,Colorless,,指示物单位,Token Unit,普通,Common,{{瞬息}}（在控制者的下个回合开始阶段，结算得分之前将我摧毁。）,"[Temporary] (Kill me at the start of your Beginning Phase, before scoring.)",https://cdn1.playloltcg.com/lol/card/20250731/50a7cae8f2f24b6b85c4a3b23a17ca37.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/055892752559d2d3d32e76f491a7a0b540e1a669-744x1039.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
攀圣长阶,Aspirant'S Climb,OGN·276/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,使赢得游戏所需的分数+1。,Increase the points needed to win the game by 1.,https://cdn1.playloltcg.com/lol/card/20250731/bb1824521e45436a8a8e4a6b9ede2188.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9301593f3800e68427469d38181b578a672473c3-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
后巷酒吧,Back-Alley Bar,OGN·277/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,每当一名单位从此处向别处移动时，让其本回合内{{S}}+1。,"When a unit moves from here, give it +1 {icon:might} this turn.",https://cdn1.playloltcg.com/lol/card/20250731/cfdc4c4fe19e4584b6bb612a2f99ee94.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3e9f659a32e390b45bc87a01bdd6af4a8a3565f7-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
强化阵地,Fortified Position,OGN·279/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,当你防守此处时，选择一名单位，使其在本次战斗期间获得{{坚守2}}。（如果它是防守方，则{{S}}+2。）,"When you defend here, choose a unit. It gains [Shield 2] this combat. (+2 {icon:might} while it's a defender.)",https://cdn1.playloltcg.com/lol/card/20250731/9af544d37a0440d1b3c42e99fc9a4755.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/45363bbd907f4f3717868cb04b3cfed814b3bb32-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
圣化之墓,Hallowed Tomb,OGN·281/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,当你据守此处时，如果你的英雄区域已无英雄单位牌，则可以选择让该英雄从废牌堆中返回英雄区域。,"When you hold here, you may return your Chosen Champion from your trash to your Champion Zone if it is empty.",https://cdn1.playloltcg.com/lol/card/20250731/1db54eed598b4690b37af9e73c704f34.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2f29ea42fb3e1c8ce05d2e82f2a2fe0d45851953-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
纳沃利角斗场,Navori Fighting Pit,OGN·283/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,当你据守此处时，给予此处的一名单位增益。（如果该单位未拥有增益，则获得一个{{S}}+1增益。）,"When you hold here, buff a unit here. (If it doesn't have a buff, it gets a +1 {icon:might} buff.)",https://cdn1.playloltcg.com/lol/card/20250731/94f1d0432f44427dbf01f4ffb640e067.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c03ed3ddf8b764963e4b0745e86a12a5ebcef2a3-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
劫掠船巷,Reaver'S Row,OGN·285/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,当你防守此处时，你可以选择将此处的一名友方单位移动到基地。,"When you defend here, you may move a friendly unit here to base.",https://cdn1.playloltcg.com/lol/card/20250731/284d275268fd44388a2dc4e710f4ebab.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/364af10bac81e6ffb8658b0dc0db551608d207ce-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
雷霆之纹,Sigil Of The Storm,OGN·287/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,"当你征服此处时，回收一枚你的符文。
[以下为勘误修正]
当你征服此处时，你必须回收一枚你的符文。（此行动不会做出任何选择。）","When you conquer here, recycle one of your runes.",https://cdn1.playloltcg.com/lol/card/20250731/b853e8724ea347c5877b997836a9bc72.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9b795e7a2af421aabc01dc6f35c0b5d547fe3c0e-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
巨神峰之巅,Targon'S Peak,OGN·289/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,"当你征服此处时，选择两枚符文，并在本回合结束时，让它们变为活跃状态。
[以下为勘误修正]
当你征服此处时，选择最多两枚符文，并在本回合结束时，让它们变为活跃状态。","When you conquer here, ready 2 runes at the end of this turn.",https://cdn1.playloltcg.com/lol/card/20250731/db9e5f0539884ecf91963b72f6cf571e.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6ff1b34ad231645910f670496e1662de0b545a44-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
烛光圣殿,The Candlelit Sanctum,OGN·291/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,当你征服此处时，查看主牌堆顶部的两张牌。你可以选择从这两张牌中回收任意数量的卡牌，并将其余的卡牌按任意顺序放回原处。,"When you conquer here, look at the top two cards of your Main Deck. You may recycle one or both of them. Put those you don't back in any order.",https://cdn1.playloltcg.com/lol/card/20250731/a6b96a44fbac462bb88b174a3ac37585.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f14fe78f2b7f3909eadb07bce24bd582e190653d-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
宏伟广场,The Grand Plaza,OGN·293/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,当你据守此处，且在此拥有至少七名单位时，你赢得游戏胜利。,"When you hold here, if you have 7+ units here, you win the game.",https://cdn1.playloltcg.com/lol/card/20250731/6158b88bdbd1408798dfb9368e238ad3.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f9ca8d04cb269ad99bca7e6dae874cad1bec336a-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
崔法利兵营,Trifarian War Camp,OGN·294/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,此处的所有单位获得{{S}}+1。（包括进攻方单位。）,Units here have +1 {icon:might}. (This includes attackers.),https://cdn1.playloltcg.com/lol/card/20250731/bad437d156b74815913f5b396198fa94.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3788cf718e716e35a7fa20ec1dc56991644e6484-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
虚空之门,Void Gate,OGN·296/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,"以此处的单位作为目标的法术或技能，造成的伤害+1（每段伤害都+1）。
[以下为勘误修正]
法术和技能对此处的单位造成的伤害+1（每段伤害都+1）。",Spells and abilities affecting units here each deal 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.),https://cdn1.playloltcg.com/lol/card/20250731/eb2789a75d9547c1ae31fe36fd5198b2.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/14a52a367fd41fd84745e050e62d1f281f733467-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
祖安地沟,Zaun Warrens,OGN·298/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,当你征服此处时，弃置一张手牌，然后抽一张牌。,"When you conquer here, discard 1, then draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/2ae7260e334046298114b7f51ad87eb7.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/458ee40086c77b43b98c2decbaf33a4aa2359bb9-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
虚空之女,Daughter Of The Void,OGN·299*/298,"red,blue",Fury|Mind,,传奇,Legend,异画,Showcase,{{横置}}：{{反应}}—{{获得}}{{A}}，但仅可用于打出法术。（获得费用资源的技能无法成为其他法术的反应目标。）,{icon:exhaust}: [Reaction] — [Add] {icon:rainbow}. Use only to play spells. (Abilities that add resources can't be reacted to.),https://cdn1.playloltcg.com/lol/card/20250801/9333499358e245bdbcea89ca4d3bede6.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ae8e68af43400f61f7391c0a6ee339fd718a7540-1488x2078.png?auto=format&fit=fill&q=80&w=437,90,high,NO
不灭狂雷,Relentless Storm,OGN·300*/298,"red,orange",Fury|Body,,传奇,Legend,异画,Showcase,当你打出一名{{强力}}单位时，你可以选择让我变为休眠状态，以此召出一枚休眠的符文。（战力达到5或以上时，即为强力单位。）,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ {icon:might}.)",https://cdn1.playloltcg.com/lol/card/20250731/ca3108b49d0140eab3885dca780bf1a7.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d5a629ce373a6add09bfacc4b584e509c6332334-1488x2078.png?auto=format&fit=fill&q=80&w=437,90,high,NO
暴走萝莉,Loose Cannon,OGN·301*/298,"red,purple",Fury|Chaos,,传奇,Legend,异画,Showcase,在你的回合开始阶段，如果你的手牌不足两张，则再抽一张牌。,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",https://cdn1.playloltcg.com/lol/card/20250801/8ef8d8705d6a48449ea98c3cd1a876e5.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/30bed82f66ce9e4eae260d029d92c9d8cb1588ab-1488x2078.png?auto=format&fit=fill&q=80&w=437,90,high,NO
诺克萨斯之手,Hand Of Noxus,OGN·302*/298,"red,yellow",Fury|Order,,传奇,Legend,异画,Showcase,{{横置}}：{{反应}}，{{鼓舞}}—{{获得}}{{1}}。（获得费用资源的技能无法成为其他法术的反应目标。如果你在本回合内已打出过其他卡牌，则发动此效果。）,"{icon:exhaust}: [Reaction], [Legion] — [Add] {icon:1}. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",https://cdn1.playloltcg.com/lol/card/20250801/f36affe89b7a40b5ab740d632dcf33a8.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/31f3c975c6f5693f6567b0ebdb66bd4dd92d730b-744x1039.png?auto=format&fit=fill&q=80&w=437,90,high,NO
九尾妖狐,Nine-Tailed Fox,OGN·303*/298,"green,blue",Calm|Mind,,传奇,Legend,异画,Showcase,当敌方单位进攻你控制的战场时，让其本回合内{{S}}-1，不得低于1{{S}}。,"When an enemy unit attacks a battlefield you control, give it -1 {icon:might} this turn, to a minimum of 1 {icon:might}.",https://cdn1.playloltcg.com/lol/card/20250801/c16c304a9ac5452eb6d4388b34a05408.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e5fe571a8f09c0a9e76345ec32b446480f54617c-1488x2078.png?auto=format&fit=fill&q=80&w=437,90,high,NO
盲僧,Blind Monk,OGN·304*/298,"green,orange",Calm|Body,,传奇,Legend,异画,Showcase,支付{{1}}，{{横置}}：给予一名友方单位增益。（如果该单位未拥有增益，则获得一个{{S}}+1增益。）,"{icon:1}, {icon:exhaust}: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 {icon:might} buff.)",https://cdn1.playloltcg.com/lol/card/20250801/5333b234c91e493b865388d3bbafc535.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b4dfd543b1cfcdefba4568fe78146e0d6e46add7-1488x2078.png?auto=format&fit=fill&q=80&w=437,90,high,NO
疾风剑豪,Unforgiven,OGN·305*/298,"green,purple",Calm|Chaos,,传奇,Legend,异画,Showcase,支付{{2}}，{{横置}}：在战场和其所属基地之间移动一名友方单位。,"{icon:2}, {icon:exhaust}: Move a friendly unit to or from its base.",https://cdn1.playloltcg.com/lol/card/20250731/82ef674a32494a37a5d0fe09968ea6dc.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6a06599a299b15175984c1e38d27a3be21258fbe-1488x2078.png?auto=format&fit=fill&q=80&w=437,90,high,NO
曙光女神,Radiant Dawn,OGN·306*/298,"green,yellow",Calm|Order,,传奇,Legend,异画,Showcase,每当你眩晕任意数量的敌方单位时，给予一名友方单位增益。（如果该单位未拥有增益，则获得一个{{S}}+1增益。）,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 {icon:might} buff.)",https://cdn1.playloltcg.com/lol/card/20250801/e933a7c9fe5f418b9883c72bedba3b70.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/bd526a0f9177aaa9ec575add7d02e72b46520070-744x1039.png?auto=format&fit=fill&q=80&w=437,90,high,NO
迅捷斥候,Swift Scout,OGN·307*/298,"blue,purple",Mind|Chaos,,传奇,Legend,异画,Showcase,"你可以选择支付{{1}}来正面朝下放置一张带有{{待命}}属性的卡牌，而不是支付{{A}}。
支付{{1}}，{{横置}}：将你拥有的一张位于英雄区域或场上的提莫单位牌放入你的手牌。","You may pay {icon:1} to hide a card with [Hidden] instead of {icon:rainbow}.{icon:1}, {icon:exhaust}: Put a Teemo unit you own into your hand from your Champion Zone or the board.",https://cdn1.playloltcg.com/lol/card/20250801/c67e7b31e91e473488327d8ca4bb2f3f.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4fd9e82cbd96010e2556430970d433022b541a51-1488x2078.png?auto=format&fit=fill&q=80&w=437,90,high,NO
奥术先驱,Herald Of The Arcane,OGN·308*/298,"blue,yellow",Mind|Order,,传奇,Legend,异画,Showcase,支付{{1}}，{{横置}}：打出一名1{{S}}的“随从”。,"{icon:1}, {icon:exhaust}: Play a 1 {icon:might} Recruit unit token.",https://cdn1.playloltcg.com/lol/card/20250801/98e4fbe3d24e49deb529167b20af40e6.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e345a5fc347e6a5835f2afa33492058fdbfcb169-744x1039.png?auto=format&fit=fill&q=80&w=437,90,high,NO
赏金猎人,Bounty Hunter,OGN·309*/298,"orange,purple",Body|Chaos,,传奇,Legend,异画,Showcase,{{横置}}：让一名单位本回合内获得{{游走}}。（它可以向其他战场进行移动。）,{icon:exhaust}: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),https://cdn1.playloltcg.com/lol/card/20250801/21af2b4c044648678dbb2936526bccc9.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/37153cce7f58b2fceb28ea9ff91deb0411f849e2-1488x2078.png?auto=format&fit=fill&q=80&w=437,90,high,NO
腕豪,The Boss,OGN·310*/298,"orange,yellow",Body|Order,,传奇,Legend,异画,Showcase,"每当一名拥有增益且受你控制的单位被摧毁时，你可以选择支付{{A}}让我变为休眠状态，以此消耗该单位身上的增益，然后改为以休眠状态将其召回。（把该单位送回基地，此行动不算作移动。）
当你征服一处战场时，让我变为活跃状态。
[以下为勘误修正]
如果一名拥有增益且受你控制的单位被摧毁，则你可以选择支付{{A}}、让我变为休眠状态并消耗该单位身上的增益，以此改为移除该单位所受伤害，让其进入休眠状态，并将其召回。（把该单位送回基地，此行动不算作移动。）
当你征服一处战场时，让我变为活跃状态。","When a buffed unit you control would die, you may pay {icon:rainbow} and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)When you conquer, ready me.",https://cdn1.playloltcg.com/lol/card/20250801/9fe77615714f4726b21f6eec14d8b900.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6e8efcd343dfd37d9d108243a86c2a5a6412f698-744x1039.png?auto=format&fit=fill&q=80&w=437,90,high,NO
炽烈符文,Fury Rune,OGN·007b/298,red,Fury,,符文,Basic Rune,异画,Common,,,https://cdn1.playloltcg.com/lol/card/20250829/7dda81d378cd4a13866952096d40075f.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/12bcd0cde5d9ff4640e82945001e9fef863530f1-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,YES
灵光符文,Mind Rune,OGN·089b/298,blue,Mind,,符文,Basic Rune,异画,Common,,,https://cdn1.playloltcg.com/lol/card/20250829/e63c49aaf7d542a1be6adf5375f2a1c6.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f99aa4874baaebd2e81798c8a3aa01c5900f6d30-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,YES
混沌符文,Chaos Rune,OGN·166b/298,purple,Chaos,,符文,Basic Rune,异画,Common,,,https://cdn1.playloltcg.com/lol/card/20250829/d84d82e3e5e94df7bf7caef03abaced8.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/daf23b0deaa5e1a5a5d310b59e9ad25d1bd70363-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,YES
"提莫, 斥候","Teemo, Scout",OGN·197b/298,purple,Chaos,2,英雄单位,Champion Unit,异画,Showcase,"{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
当你打出我时，让我本回合内{{S}}+3。","[Hidden] (Hide now for {icon:rainbow} to react with later for {icon:0}.)When you play me, give me +3 {icon:might} this turn.",https://cdn1.playloltcg.com/lol/card/20250829/df51af096e044e588cf8131516aa0156.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/404a8aa0061b58611bd913b58dd01d99fdb8087d-744x1039.png?auto=format&fit=fill&q=80&w=437,55,low,YES
艾卡西亚暴雨,Icathian Rain,OGN·248/298,"red,blue",Fury|Mind,7,专属法术,Signature Spell,史诗,Epic,"进行六次：
对一名单位造成2点伤害。（你可以选择不同的单位。）",Do this 6 times:Deal 2 to a unit. (You can choose different units.),https://cdn1.playloltcg.com/lol/card/20250731/7415e8e72aaa4788b174670a7da5eeaa.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8df37f633d3da734f3f2d85808a7cb9eadec1b04-744x1039.png?auto=format&fit=fill&q=80&w=437,95,high,NO
超究极死神飞弹！,Super Mega Death Rocket!,OGN·252/298,"red,purple",Fury|Chaos,4,专属法术,Signature Spell,史诗,Epic,"对一名单位造成5点伤害。
每当你征服一处战场时，你可以选择弃置一张手牌，以此让此牌从废牌堆返回你的手牌。","Deal 5 to a unit.When you conquer, you may discard 1 to return this from your trash to your hand.",https://cdn1.playloltcg.com/lol/card/20250731/a946adabf8af4d4aacb5b422dc795f71.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/95d6fd4d7944e759cfe7ee5e208fa329b719333b-744x1039.png?auto=format&fit=fill&q=80&w=437,95,high,NO
妖异狐火,Fox-Fire,OGN·256/298,"green,blue",Calm|Mind,3,专属法术,Signature Spell,史诗,Epic,"{{待命}}（支付{{A}}正面朝下放置此牌，之后可支付{{0}}将其当作反应牌打出。）
{{迅捷}}（可在你的回合或法术对决中打出。）
摧毁一处战场中任意数量的单位，这些单位总计战力不得高于4。",[Hidden] (Hide now for {icon:rainbow} to react with later for {icon:0}.)[Action] (Play on your turn or in showdowns.)Kill any number of units at a battlefield with total Might 4 or less.,https://cdn1.playloltcg.com/lol/card/20250731/0f0800f31f574f089d1a806a9fd93fca.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7ad9d6a46a1c54080d54950a0044da3a82e32b45-744x1039.png?auto=format&fit=fill&q=80&w=437,95,high,NO
狂风绝息斩,Last Breath,OGN·260/298,"green,purple",Calm|Chaos,3,专属法术,Signature Spell,史诗,Epic,"{{迅捷}}（可在你的回合或法术对决中打出。）
让一名友方单位变为活跃状态，并对任意战场上的一名敌方单位造成等同于该友方单位战力的伤害。",[Action] (Play on your turn or in showdowns.)Ready a friendly unit. It deals damage equal to its Might to an enemy unit at a battlefield.,https://cdn1.playloltcg.com/lol/card/20250731/5bfea89dfc6d44329dc873bc0b8ca9c1.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e7e6dc840210124825f787095541a66ae5cea178-744x1039.png?auto=format&fit=fill&q=80&w=437,95,high,NO
迅捷斥候,Swift Scout,OGN·263a/298,"blue,purple",Mind|Chaos,,传奇,Legend,异画,Rare,"你可以选择支付{{1}}来正面朝下放置一张带有{{待命}}属性的卡牌，而不是支付{{A}}。
支付{{1}}，{{横置}}：将你拥有的一张位于英雄区域或场上的提莫单位牌放入你的手牌。","You may pay {icon:1} to hide a card with [Hidden] instead of {icon:rainbow}.{icon:1}, {icon:exhaust}: Put a Teemo unit you own into your hand from your Champion Zone or the board.",https://cdn1.playloltcg.com/lol/card/20251022/d451ff1295244c5286a671fdf6b35f78.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9723181e3392bb61c2aabc804a44f7b0558cedf1-744x1039.png?auto=format&fit=fill&q=80&w=437,50,medium,YES
赏金猎人,Bounty Hunter,OGN·267/298,"orange,purple",Body|Chaos,,传奇,Legend,稀有,Rare,{{横置}}：让一名单位本回合内获得{{游走}}。（它可以向其他战场进行移动。）,{icon:exhaust}: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),https://cdn1.playloltcg.com/lol/card/20250731/23ce228041004325b311bbb89020b945.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e0635cebc3dd8ee5355dbbc090ca27ebeacebad7-744x1039.png?auto=format&fit=fill&q=80&w=437,90,high,NO
随从（德玛西亚）,Recruit (De),OGN·271/298,colorless,Colorless,,指示物单位,Token Unit,普通,Common,,,https://cdn1.playloltcg.com/lol/card/20250731/c3ebc96b834348e39d283926da91e44f.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7c3362dc6e6e6fb724ef31b061a44d2976f5b01f-744x1039.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
团结圣坛,Altar To Unity,OGN·275/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,当你据守此处时，打出一名1{{S}}的“随从”到你的基地。,"When you hold here, play a 1 {icon:might} Recruit unit token in your base.",https://cdn1.playloltcg.com/lol/card/20250731/599be33b8bb1450dac810682f6dc3622.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2392529560dc9af72596c6fc65b4c0356bbc44d1-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
班德尔树,Bandle Tree,OGN·278/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,你可以选择在此处额外布置一张{{待命}}卡牌。,You may hide an additional card here.,https://cdn1.playloltcg.com/lol/card/20250731/327788d7d62442bf99a2f5374fa405d5.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/538f93a34006c4afaddb890cbc75b4db222f1783-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
帝柳之林,Grove Of The God-Willow,OGN·280/298,colorless,Colorless,,战场,Battlefield,不凡,Uncommon,当你据守此处时，抽一张牌。,"When you hold here, draw 1.",https://cdn1.playloltcg.com/lol/card/20250731/f9eb320af430462fb0bc4711e29860a0.png,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1574863000ab23d69cbd388a32b1a09f29f78d5f-1038x744.png?auto=format&fit=fill&q=80&w=437,80,medium,NO
